;Start;End
0;2.842170943040401e-14;2.842170943040401e-14
1;-59.7217017105281;-59.7217017105281
2;-59.7217017105281;-59.7217017105281
3;-5.862447788043154;-5.862447788043154
4;-68.08961603284044;-68.08961603284044
5;31.5872064737101;-57.855512626281495
