;Start;End
0;4.263256414560601e-14;4.263256414560601e-14
1;-59.72170171052808;-59.72170171052808
2;-59.72170171052812;-59.72170171052812
3;-5.862447788043161;-5.862447788043161
4;-68.08961603284042;-68.08961603284042
5;31.587206473710097;-57.855512626281495
